Period,Max Age,End Date,Growth,Earnings Estimate Avg,Earnings Estimate Low,Earnings Estimate High,Earnings Estimate Year Ago Eps,Earnings Estimate Number Of Analysts,Earnings Estimate Growth,Revenue Estimate Avg,Revenue Estimate Low,Revenue Estimate High,Revenue Estimate Number Of Analysts,Revenue Estimate Year Ago Revenue,Revenue Estimate Growth,Eps Trend Current,Eps Trend 7Days Ago,Eps Trend 30Days Ago,Eps Trend 60Days Ago,Eps Trend 90Days Ago,Eps Revisions Up Last7Days,Eps Revisions Up Last30Days,Eps Revisions Down Last30Days,Eps Revisions Down Last90Days,stock
+1Q,1,2022-03-31,0.92,-0.02,-0.28,0.26,-0.25,7.0,0.92,1535850000.0,1364810000.0,1876630000.0,5.0,1196000000.0,0.284,-0.02,-0.01,0.03,0.03,0.31,0.0,0.0,1.0,,LVS
0Y,1,2021-12-31,0.42900002,-1.21,-1.38,-1.0,-2.12,8.0,0.42900002,4334340000.0,3573880000.0,5326000000.0,12.0,3612000000.0,0.2,-1.21,-1.21,-1.2,-1.2,-0.68,0.0,1.0,1.0,,LVS
+1Y,1,2022-12-31,1.7689999,0.93,-0.34,2.0,-1.21,13.0,1.7689999,7768470000.0,6281000000.0,8841000000.0,13.0,4334340000.0,0.792,0.93,0.94,1.04,1.04,1.63,0.0,0.0,1.0,,LVS
+5Y,1,,2.657,,,,,,,,,,,,,,,,,,,,,,LVS
-5Y,1,,0.0425,,,,,,,,,,,,,,,,,,,,,,LVS
0Q,1,2021-12-31,0.198,1.45,1.34,1.55,1.21,13.0,0.198,374560000.0,354000000.0,387800000.0,11.0,307100000.0,0.22,1.45,1.45,1.43,1.42,1.35,1.0,5.0,0.0,,CBOE
+1Q,1,2022-03-31,-0.033,1.48,1.38,1.6,1.53,12.0,-0.033,381950000.0,372100000.0,393620000.0,8.0,365500000.0,0.045,1.48,1.48,1.47,1.46,1.42,0.0,4.0,0.0,,CBOE
0Y,1,2021-12-31,0.102,5.81,5.7,5.91,5.27,14.0,0.102,1460240000.0,1440000000.0,1473400000.0,12.0,1254300000.0,0.16399999,5.81,5.81,5.79,5.7,5.56,1.0,5.0,0.0,,CBOE
+1Y,1,2022-12-31,0.031,5.99,5.51,6.17,5.81,14.0,0.031,1536110000.0,1427000000.0,1714740000.0,13.0,1460240000.0,0.051999997,5.99,5.99,5.99,5.87,5.86,0.0,2.0,1.0,,CBOE
+5Y,1,,0.0747,,,,,,,,,,,,,,,,,,,,,,CBOE
-5Y,1,,0.21468,,,,,,,,,,,,,,,,,,,,,,CBOE
0Q,1,2022-01-31,0.185,1.99,1.83,2.12,1.68,12.0,0.185,2593810000.0,2489770000.0,2665130000.0,12.0,4150800000.0,-0.375,1.99,1.98,1.99,1.84,1.84,1.0,1.0,0.0,,BBWI
+1Q,1,2022-04-30,-0.019,0.51,0.44,0.59,0.52,6.0,-0.019,1324370000.0,1225690000.0,1367220000.0,6.0,2605010000.0,-0.492,0.51,0.51,0.51,0.56,0.56,0.0,1.0,0.0,,BBWI
0Y,1,2022-01-31,0.475,3.82,2.72,4.03,2.59,12.0,0.475,6893090000.0,6719900000.0,6959940000.0,13.0,10206500000.0,-0.325,3.82,3.83,3.91,3.53,3.53,1.0,1.0,0.0,,BBWI
+1Y,1,2023-01-31,0.086,4.15,3.63,4.69,3.82,14.0,0.086,7365470000.0,7166720000.0,7633170000.0,13.0,6893090000.0,0.069,4.15,4.14,4.17,3.81,3.83,1.0,1.0,0.0,,BBWI
+5Y,1,,0.1363,,,,,,,,,,,,,,,,,,,,,,BBWI
-5Y,1,,-0.25867,,,,,,,,,,,,,,,,,,,,,,BBWI
0Q,1,2021-12-31,-0.241,0.82,0.78,0.9,1.08,11.0,-0.241,4345200000.0,4288500000.0,4504000000.0,9.0,3623500000.0,0.199,0.82,0.82,0.82,0.87,0.87,0.0,0.0,0.0,,VTRS
+1Q,1,2022-03-31,0.0,0.92,0.83,0.97,0.92,5.0,0.0,4341130000.0,4279940000.0,4414490000.0,4.0,4179430000.0,0.039,0.92,0.92,0.92,0.93,0.96,0.0,0.0,0.0,,VTRS
0Y,1,2021-12-31,-0.061,3.71,3.67,3.79,3.95,12.0,-0.061,17881000000.0,17800000000.0,18048000000.0,13.0,11946000000.0,0.497,3.71,3.71,3.71,3.63,3.63,0.0,0.0,0.0,,VTRS
+1Y,1,2022-12-31,0.003,3.72,3.45,3.97,3.71,12.0,0.003,17607200000.0,17307400000.0,18056000000.0,13.0,17881000000.0,-0.015,3.72,3.72,3.72,3.78,3.79,0.0,0.0,0.0,,VTRS
+5Y,1,,-0.0034999999,,,,,,,,,,,,,,,,,,,,,,VTRS
-5Y,1,,0.015520001,,,,,,,,,,,,,,,,,,,,,,VTRS
0Q,1,2021-12-31,0.726,1.45,1.41,1.51,0.84,10.0,0.726,1696160000.0,1604300000.0,1723410000.0,10.0,1304090000.0,0.301,1.45,1.45,1.45,1.44,1.3,0.0,0.0,0.0,,RHI
+1Q,1,2022-03-31,0.347,1.32,1.09,1.43,0.98,10.0,0.347,1682130000.0,1609970000.0,1757480000.0,7.0,1398380000.0,0.203,1.32,1.32,1.32,1.32,1.23,0.0,0.0,0.0,,RHI
0Y,1,2021-12-31,0.956,5.28,5.2,5.36,2.7,12.0,0.956,6394850000.0,6371100000.0,6414940000.0,11.0,5109000000.0,0.252,5.28,5.28,5.28,5.28,5.01,0.0,0.0,0.0,,RHI
+1Y,1,2022-12-31,0.074,5.67,5.17,6.03,5.28,12.0,0.074,6971060000.0,6501800000.0,7535000000.0,11.0,6394850000.0,0.09,5.67,5.67,5.67,5.68,5.26,0.0,0.0,0.0,,RHI
+5Y,1,,0.31,,,,,,,,,,,,,,,,,,,,,,RHI
-5Y,1,,0.100080006,,,,,,,,,,,,,,,,,,,,,,RHI
0Q,1,2021-12-31,-0.1,0.9,0.88,1.0,1.0,11.0,-0.1,3126240000.0,2971470000.0,3257300000.0,11.0,3165730000.0,-0.012,0.9,0.9,0.9,0.92,1.02,0.0,0.0,0.0,,HSIC
+1Q,1,2022-03-31,-0.12100001,1.09,0.88,1.27,1.24,9.0,-0.12100001,3002990000.0,2912480000.0,3080170000.0,8.0,2924960000.0,0.027,1.09,1.09,1.09,1.08,1.1,0.0,0.0,0.0,,HSIC
0Y,1,2021-12-31,0.468,4.36,4.33,4.46,2.97,12.0,0.468,12196800000.0,12042000000.0,12327800000.0,11.0,10119100000.0,0.205,4.36,4.36,4.36,4.32,4.29,0.0,0.0,0.0,,HSIC
+1Y,1,2022-12-31,0.064,4.64,4.51,4.76,4.36,12.0,0.064,12552700000.0,12034700000.0,12966900000.0,11.0,12196800000.0,0.029000001,4.64,4.64,4.64,4.59,4.52,0.0,0.0,0.0,,HSIC
+5Y,1,,0.1657,,,,,,,,,,,,,,,,,,,,,,HSIC
-5Y,1,,0.06982,,,,,,,,,,,,,,,,,,,,,,HSIC
0Q,1,2022-01-31,0.439,1.9,1.81,1.99,1.32,9.0,0.439,606970000.0,601200000.0,616000000.0,8.0,,,1.9,1.9,1.71,1.71,1.71,3.0,5.0,2.0,,NDSN
+1Q,1,2022-04-30,0.085,2.3,2.2,2.4,2.12,9.0,0.085,644830000.0,634000000.0,658000000.0,8.0,,,2.3,2.3,2.31,2.31,2.31,1.0,3.0,3.0,,NDSN
0Y,1,2022-10-31,0.152,8.92,8.7,9.07,7.74,10.0,0.152,2579960000.0,2555900000.0,2602100000.0,10.0,2362210000.0,0.092,8.92,8.92,8.93,8.93,8.93,1.0,3.0,0.0,,NDSN
+1Y,1,2023-10-31,0.077,9.61,9.3,9.85,8.92,9.0,0.077,2701090000.0,2667000000.0,2738000000.0,10.0,2579960000.0,0.047,9.61,9.58,9.75,9.73,9.74,1.0,3.0,0.0,,NDSN
+5Y,1,,0.13,,,,,,,,,,,,,,,,,,,,,,NDSN
-5Y,1,,0.11196999,,,,,,,,,,,,,,,,,,,,,,NDSN
0Q,1,2021-12-31,-0.12,5.84,5.72,6.02,6.64,7.0,-0.12,5875700000.0,5788000000.0,5973400000.0,7.0,5798000000.0,0.012999999,5.84,5.84,5.8,5.8,6.4,0.0,1.0,0.0,,WHR
+1Q,1,2022-03-31,-0.079,6.63,6.28,6.98,7.2,2.0,-0.079,5371990000.0,5304970000.0,5439000000.0,2.0,5358000000.0,0.003,6.63,6.63,6.63,6.63,5.59,0.0,0.0,0.0,,WHR
0Y,1,2021-12-31,0.42299998,26.4,26.25,26.75,18.55,9.0,0.42299998,22048000000.0,21958000000.0,22143400000.0,7.0,19456000000.0,0.133,26.4,26.4,26.37,26.37,26.39,0.0,1.0,0.0,,WHR
+1Y,1,2022-12-31,-0.047,25.16,20.5,28.0,26.4,9.0,-0.047,22601600000.0,21626500000.0,23200000000.0,8.0,22048000000.0,0.025,25.16,25.16,25.11,25.11,24.73,0.0,1.0,0.0,,WHR
+5Y,1,,0.085,,,,,,,,,,,,,,,,,,,,,,WHR
-5Y,1,,0.06312,,,,,,,,,,,,,,,,,,,,,,WHR
0Q,1,2021-12-31,0.073,2.78,2.73,2.84,2.59,16.0,0.073,676000000.0,668000000.0,682900000.0,14.0,625270000.0,0.081,2.78,2.78,2.78,2.78,2.76,0.0,0.0,0.0,,FFIV
+1Q,1,2022-03-31,0.116000004,2.79,2.67,2.91,2.5,16.0,0.116000004,691720000.0,670020000.0,702000000.0,14.0,,,2.79,2.79,2.79,2.8,2.84,0.0,0.0,0.0,,FFIV
0Y,1,2022-09-30,0.079,11.66,11.15,11.98,10.81,18.0,0.079,2817340000.0,2698710000.0,2852000000.0,18.0,2603420000.0,0.081999995,11.66,11.66,11.66,11.68,11.78,0.0,0.0,0.0,,FFIV
+1Y,1,2023-09-30,0.13,13.18,11.68,13.98,11.66,15.0,0.13,3034970000.0,2754070000.0,3127000000.0,15.0,2817340000.0,0.077,13.18,13.18,13.18,13.19,13.1,0.0,0.0,0.0,,FFIV
+5Y,1,,0.128,,,,,,,,,,,,,,,,,,,,,,FFIV
-5Y,1,,0.1286,,,,,,,,,,,,,,,,,,,,,,FFIV
0Q,1,2021-12-31,0.438,2.33,2.08,2.66,1.62,15.0,0.438,4261220000.0,3693600000.0,4661000000.0,10.0,3192360000.0,0.335,2.33,2.33,2.33,2.33,2.56,0.0,0.0,0.0,,PHM
+1Q,1,2022-03-31,0.406,1.8,1.44,2.28,1.28,11.0,0.406,3438420000.0,3036200000.0,3962000000.0,7.0,2729790000.0,0.26,1.8,1.8,1.8,1.81,1.79,0.0,0.0,0.0,,PHM
0Y,1,2021-12-31,0.382,7.16,6.93,7.45,5.18,14.0,0.382,13825600000.0,13262000000.0,14191000000.0,12.0,11036100000.0,0.253,7.16,7.16,7.16,7.16,7.36,0.0,0.0,0.0,,PHM
+1Y,1,2022-12-31,0.278,9.15,8.01,11.72,7.16,16.0,0.278,16479800000.0,15510000000.0,17581000000.0,12.0,13825600000.0,0.192,9.15,9.15,9.15,9.17,9.08,0.0,0.0,0.0,,PHM
+5Y,1,,0.237,,,,,,,,,,,,,,,,,,,,,,PHM
-5Y,1,,0.3139,,,,,,,,,,,,,,,,,,,,,,PHM
0Q,1,2021-12-31,0.13,0.78,0.73,0.81,0.69,10.0,0.13,3088000000.0,2976200000.0,3153350000.0,10.0,2953890000.0,0.045,0.78,0.78,0.78,0.78,0.77,0.0,0.0,0.0,,LKQ
+1Q,1,2022-03-31,0.053000003,0.99,0.89,1.08,0.94,6.0,0.053000003,3306550000.0,3206480000.0,3410000000.0,6.0,3170790000.0,0.043,0.99,0.99,0.99,0.99,0.98,0.0,0.0,0.0,,LKQ
0Y,1,2021-12-31,0.518,3.87,3.82,3.9,2.55,11.0,0.518,12999400000.0,12878700000.0,13087000000.0,11.0,11628800000.0,0.118,3.87,3.87,3.87,3.87,3.68,0.0,0.0,0.0,,LKQ
+1Y,1,2022-12-31,0.031,3.99,3.75,4.18,3.87,12.0,0.031,13439600000.0,13144900000.0,13749000000.0,11.0,12999400000.0,0.034,3.99,3.99,3.99,3.99,3.82,0.0,0.0,0.0,,LKQ
+5Y,1,,0.335,,,,,,,,,,,,,,,,,,,,,,LKQ
-5Y,1,,0.14692001,,,,,,,,,,,,,,,,,,,,,,LKQ
0Q,1,2021-12-31,0.088,0.37,0.34,0.41,0.34,9.0,0.088,1509540000.0,1247680000.0,2047050000.0,4.0,1210000000.0,0.248,0.37,0.37,0.36,0.36,0.36,1.0,1.0,0.0,,NI
+1Q,1,2022-03-31,0.051999997,0.81,0.73,0.89,0.77,7.0,0.051999997,1636440000.0,1585800000.0,1685070000.0,3.0,1545600000.0,0.059,0.81,0.81,0.81,0.8,0.8,0.0,1.0,0.0,,NI
0Y,1,2021-12-31,0.03,1.36,1.35,1.37,1.32,13.0,0.03,4870800000.0,4650000000.0,5524050000.0,8.0,4696700000.0,0.037,1.36,1.36,1.35,1.34,1.35,1.0,1.0,0.0,,NI
+1Y,1,2022-12-31,0.066,1.45,1.42,1.47,1.36,13.0,0.066,5160490000.0,4830000000.0,5700850000.0,8.0,4870800000.0,0.059,1.45,1.45,1.45,1.42,1.41,1.0,1.0,0.0,,NI
+5Y,1,,0.0352,,,,,,,,,,,,,,,,,,,,,,NI
-5Y,1,,-0.06929,,,,,,,,,,,,,,,,,,,,,,NI
0Q,1,2021-12-31,-0.32299998,0.86,0.71,1.08,1.27,12.0,-0.32299998,1866420000.0,1821280000.0,1932000000.0,11.0,1722970000.0,0.083000004,0.86,0.86,0.86,0.85,1.11,0.0,0.0,1.0,,HAS
+1Q,1,2022-03-31,-0.15,0.85,0.73,0.97,1.0,7.0,-0.15,1191740000.0,1164900000.0,1225000000.0,7.0,1166280000.0,0.022,0.85,0.85,0.85,0.86,0.88,1.0,1.0,0.0,,HAS
0Y,1,2021-12-31,0.294,4.84,4.65,5.1,3.74,14.0,0.294,6272550000.0,6228280000.0,6339000000.0,12.0,5465440000.0,0.148,4.84,4.84,4.84,4.84,4.79,0.0,0.0,1.0,,HAS
+1Y,1,2022-12-31,0.107,5.36,4.76,5.82,4.84,15.0,0.107,6674540000.0,6545860000.0,7082000000.0,12.0,6272550000.0,0.064,5.36,5.36,5.36,5.32,5.27,1.0,1.0,0.0,,HAS
+5Y,1,,0.177,,,,,,,,,,,,,,,,,,,,,,HAS
-5Y,1,,0.01408,,,,,,,,,,,,,,,,,,,,,,HAS
0Q,1,2021-12-31,0.06,1.58,1.48,1.7,1.49,22.0,0.06,733200000.0,718800000.0,741400000.0,17.0,734000000.0,-0.001,1.58,1.58,1.57,1.57,1.5,1.0,4.0,1.0,,CMA
+1Q,1,2022-03-31,-0.436,1.37,1.29,1.46,2.43,17.0,-0.436,718830000.0,709000000.0,739820000.0,12.0,718660000.0,0.0,1.37,1.37,1.35,1.35,1.3,1.0,3.0,0.0,,CMA
0Y,1,2021-12-31,1.523,8.25,8.13,8.41,3.27,24.0,1.523,2949750000.0,2942360000.0,2959000000.0,18.0,2912000000.0,0.012999999,8.25,8.25,8.25,8.24,7.85,1.0,3.0,2.0,,CMA
+1Y,1,2022-12-31,-0.29299998,5.83,5.15,7.48,8.25,25.0,-0.29299998,2978490000.0,2882000000.0,3089000000.0,20.0,2949750000.0,0.01,5.83,5.8,5.67,5.66,5.44,3.0,10.0,0.0,,CMA
+5Y,1,,-0.107,,,,,,,,,,,,,,,,,,,,,,CMA
-5Y,1,,0.30651,,,,,,,,,,,,,,,,,,,,,,CMA
0Q,1,2021-12-31,-0.284,2.87,2.79,2.93,4.01,4.0,-0.284,727480000.0,726860000.0,728100000.0,2.0,789839000.0,-0.079,2.87,2.87,2.89,2.89,3.17,0.0,0.0,0.0,,BIO
+1Q,1,2022-03-31,-0.39900002,3.13,2.84,3.35,5.21,4.0,-0.39900002,656200000.0,649000000.0,663400000.0,2.0,726796000.0,-0.096999995,3.13,3.13,3.16,3.16,3.43,0.0,0.0,0.0,,BIO
0Y,1,2021-12-31,0.477,15.54,15.25,16.41,10.52,5.0,0.477,2892550000.0,2879410000.0,2911000000.0,4.0,2545630000.0,0.136,15.54,15.54,15.56,15.56,14.45,0.0,0.0,0.0,,BIO
+1Y,1,2022-12-31,-0.129,13.53,12.5,15.24,15.54,5.0,-0.129,2858080000.0,2799240000.0,2968000000.0,4.0,2892550000.0,-0.012,13.53,13.53,13.82,13.82,13.6,0.0,0.0,0.0,,BIO
+5Y,1,,0.17799999,,,,,,,,,,,,,,,,,,,,,,BIO
-5Y,1,,0.120340005,,,,,,,,,,,,,,,,,,,,,,BIO
0Q,1,2021-12-31,0.032,1.29,1.24,1.35,1.25,16.0,0.032,1906140000.0,1660000000.0,1943170000.0,16.0,1659700000.0,0.148,1.29,1.29,1.29,1.29,1.48,0.0,0.0,0.0,,FBHS
+1Q,1,2022-03-31,0.015,1.38,1.23,1.59,1.36,12.0,0.015,1877140000.0,1815000000.0,1985890000.0,10.0,1640450000.0,0.144,1.38,1.38,1.38,1.36,1.39,0.0,0.0,0.0,,FBHS
0Y,1,2021-12-31,0.36,5.7,5.63,5.76,4.19,19.0,0.36,7618070000.0,7577500000.0,7644200000.0,17.0,6090300000.0,0.25100002,5.7,5.7,5.7,5.7,5.79,0.0,0.0,0.0,,FBHS
+1Y,1,2022-12-31,0.107,6.31,5.83,6.8,5.7,19.0,0.107,8047790000.0,7742000000.0,8278700000.0,17.0,7618070000.0,0.055999998,6.31,6.31,6.31,6.29,6.3,0.0,0.0,1.0,,FBHS
+5Y,1,,0.2,,,,,,,,,,,,,,,,,,,,,,FBHS
-5Y,1,,0.16315001,,,,,,,,,,,,,,,,,,,,,,FBHS
0Q,1,2021-12-31,-0.049000002,3.65,3.07,4.07,3.84,9.0,-0.049000002,1100350000.0,1076000000.0,1128000000.0,7.0,1074400000.0,0.024,3.65,3.65,3.65,3.65,3.6,0.0,1.0,0.0,,SNA
+1Q,1,2022-03-31,0.046,3.66,3.55,3.72,3.5,5.0,0.046,1051880000.0,1031700000.0,1068000000.0,5.0,930900000.0,0.13,3.66,3.66,3.66,3.66,3.62,0.0,0.0,0.0,,SNA
0Y,1,2021-12-31,0.24200001,14.45,13.9,14.9,11.63,10.0,0.24200001,4235620000.0,4176000000.0,4272000000.0,8.0,3592500000.0,0.17899999,14.45,14.45,14.44,14.44,14.17,0.0,1.0,0.0,,SNA
+1Y,1,2022-12-31,0.039,15.01,13.87,15.97,14.45,10.0,0.039,4359490000.0,4296000000.0,4443000000.0,8.0,4235620000.0,0.029000001,15.01,15.01,15.03,15.03,14.68,0.0,0.0,0.0,,SNA
+5Y,1,,0.101,,,,,,,,,,,,,,,,,,,,,,SNA
-5Y,1,,0.12009,,,,,,,,,,,,,,,,,,,,,,SNA
0Q,1,2021-12-31,0.081999995,1.05,0.63,1.38,0.97,15.0,0.081999995,466840000.0,450700000.0,484700000.0,13.0,,,1.05,1.05,1.06,0.92,0.92,0.0,0.0,0.0,,PTC
+1Q,1,2022-03-31,0.046,1.13,1.0,1.25,1.08,13.0,0.046,483760000.0,466000000.0,502000000.0,12.0,,,1.13,1.13,1.13,0.98,0.98,0.0,1.0,0.0,,PTC
0Y,1,2022-09-30,0.103,4.38,3.87,5.4,3.97,16.0,0.103,1940270000.0,1894000000.0,2118000000.0,16.0,1807160000.0,0.074,4.38,4.38,4.4,3.93,3.94,0.0,1.0,0.0,,PTC
+1Y,1,2023-09-30,0.155,5.06,4.08,5.67,4.38,16.0,0.155,2136080000.0,1970000000.0,2260900000.0,16.0,1940270000.0,0.101,5.06,5.06,5.04,4.85,4.86,0.0,2.0,0.0,,PTC
+5Y,1,,0.16450001,,,,,,,,,,,,,,,,,,,,,,PTC
-5Y,1,,-0.050100002,,,,,,,,,,,,,,,,,,,,,,PTC
0Q,1,2021-12-31,-0.092,0.79,0.73,0.82,0.87,12.0,-0.092,1131200000.0,1104600000.0,1169660000.0,12.0,1082000000.0,0.045,0.79,0.79,0.79,0.8,0.8,0.0,0.0,0.0,,XRAY
+1Q,1,2022-03-31,0.0,0.72,0.66,0.8,0.72,11.0,0.0,1061180000.0,1018100000.0,1118000000.0,10.0,948710000.0,0.118999995,0.72,0.73,0.73,0.75,0.75,0.0,0.0,1.0,,XRAY
0Y,1,2021-12-31,0.615,2.89,2.84,2.92,1.79,12.0,0.615,4294240000.0,4267600000.0,4332660000.0,12.0,3342000000.0,0.285,2.89,2.89,2.89,2.88,2.89,0.0,0.0,0.0,,XRAY
+1Y,1,2022-12-31,0.103999995,3.19,2.96,3.36,2.89,14.0,0.103999995,4473140000.0,4374400000.0,4576170000.0,13.0,4294240000.0,0.042,3.19,3.19,3.19,3.22,3.22,0.0,0.0,1.0,,XRAY
+5Y,1,,0.2497,,,,,,,,,,,,,,,,,,,,,,XRAY
-5Y,1,,-0.04163,,,,,,,,,,,,,,,,,,,,,,XRAY
0Q,1,2021-12-31,-0.201,2.87,2.69,3.2,3.59,15.0,-0.201,3154320000.0,3032000000.0,3233000000.0,13.0,3086940000.0,0.022,2.87,2.87,2.89,2.9,3.03,1.0,1.0,2.0,,UHS
+1Q,1,2022-03-31,0.118999995,2.73,2.44,3.04,2.44,13.0,0.118999995,3128010000.0,3037100000.0,3301000000.0,11.0,3012990000.0,0.038,2.73,2.73,2.73,2.75,2.78,1.0,2.0,0.0,,UHS
0Y,1,2021-12-31,0.058000002,11.76,11.59,12.1,11.12,16.0,0.058000002,12504100000.0,12399000000.0,12600000000.0,16.0,11558900000.0,0.081999995,11.76,11.76,11.77,11.8,11.96,1.0,1.0,2.0,,UHS
+1Y,1,2022-12-31,0.040999997,12.24,10.64,13.58,11.76,17.0,0.040999997,12880100000.0,12293800000.0,13280000000.0,16.0,12504100000.0,0.03,12.24,12.24,12.27,12.26,12.6,1.0,1.0,1.0,,UHS
+5Y,1,,0.082100004,,,,,,,,,,,,,,,,,,,,,,UHS
-5Y,1,,0.101969995,,,,,,,,,,,,,,,,,,,,,,UHS
0Q,1,2021-12-31,0.049000002,0.64,0.58,0.72,0.61,12.0,0.049000002,4945440000.0,4656000000.0,5284640000.0,11.0,4406730000.0,0.122,0.64,0.64,0.64,1.16,1.24,0.0,1.0,1.0,,WRK
+1Q,1,2022-03-31,0.90699995,1.03,0.86,1.12,0.54,12.0,0.90699995,5034980000.0,4780000000.0,5302380000.0,10.0,,,1.03,1.03,1.03,1.25,1.3,1.0,3.0,0.0,,WRK
0Y,1,2022-09-30,0.38900003,4.71,4.2,5.02,3.39,14.0,0.38900003,20558400000.0,19827000000.0,21534900000.0,13.0,18746100000.0,0.096999995,4.71,4.7,4.69,5.17,5.18,1.0,3.0,0.0,,WRK
+1Y,1,2023-09-30,0.088999994,5.13,3.85,5.76,4.71,13.0,0.088999994,20732800000.0,19378000000.0,22010500000.0,12.0,20558400000.0,0.008,5.13,5.11,5.08,5.45,5.26,1.0,3.0,0.0,,WRK
+5Y,1,,0.2062,,,,,,,,,,,,,,,,,,,,,,WRK
-5Y,1,,-0.12392,,,,,,,,,,,,,,,,,,,,,,WRK
0Q,1,2021-12-31,-0.036,0.53,0.5,0.6,0.55,16.0,-0.036,1268510000.0,1253000000.0,1284200000.0,14.0,1222600000.0,0.038,0.53,0.53,0.53,0.53,0.54,0.0,1.0,0.0,,JNPR
+1Q,1,2022-03-31,0.033,0.31,0.22,0.39,0.3,16.0,0.033,1126260000.0,1087690000.0,1161100000.0,13.0,1056230000.0,0.066,0.31,0.31,0.31,0.31,0.32,0.0,1.0,0.0,,JNPR
0Y,1,2021-12-31,0.11,1.72,1.68,1.78,1.55,17.0,0.11,4702250000.0,4674000000.0,4719700000.0,16.0,4445100000.0,0.058000002,1.72,1.72,1.72,1.71,1.72,0.0,1.0,0.0,,JNPR
+1Y,1,2022-12-31,0.14,1.96,1.83,2.24,1.72,17.0,0.14,4948540000.0,4884390000.0,5022100000.0,16.0,4702250000.0,0.051999997,1.96,1.96,1.96,1.95,1.93,0.0,3.0,0.0,,JNPR
+5Y,1,,0.0935,,,,,,,,,,,,,,,,,,,,,,JNPR
-5Y,1,,-0.00587,,,,,,,,,,,,,,,,,,,,,,JNPR
0Q,1,2021-12-31,,6.71,6.0,7.14,,3.0,,2406810000.0,2354050000.0,2459560000.0,2.0,,,6.71,6.68,6.7,6.86,6.98,0.0,0.0,0.0,,RE
+1Q,1,2022-03-31,,7.63,6.72,8.54,,2.0,,2496570000.0,2413060000.0,2580090000.0,2.0,,,7.63,7.6,7.62,7.48,7.3,0.0,0.0,0.0,,RE
0Y,1,2021-12-31,,24.3,23.54,24.77,,3.0,,9133500000.0,9080670000.0,9186230000.0,2.0,,,24.3,24.21,24.27,23.41,28.25,0.0,0.0,0.0,,RE
+1Y,1,2022-12-31,0.195,29.05,27.87,30.97,24.3,3.0,0.195,10847500000.0,10838600000.0,10856300000.0,2.0,9133500000.0,0.188,29.05,28.95,29.02,28.55,28.29,0.0,0.0,0.0,,RE
+5Y,1,,0.6229,,,,,,,,,,,,,,,,,,,,,,RE
-5Y,1,,-0.05086,,,,,,,,,,,,,,,,,,,,,,RE
0Q,1,2021-12-31,0.38099998,2.5,2.47,2.59,1.81,14.0,0.38099998,1084710000.0,1080650000.0,1094200000.0,11.0,723493000.0,0.499,2.5,2.5,2.5,2.34,2.34,0.0,1.0,0.0,,EPAM
+1Q,1,2022-03-31,0.39200002,2.52,2.24,2.65,1.81,11.0,0.39200002,1095100000.0,1013490000.0,1157900000.0,9.0,780775000.0,0.403,2.52,2.52,2.52,2.37,2.35,0.0,1.0,0.0,,EPAM
0Y,1,2021-12-31,0.38599998,8.79,8.75,8.87,6.34,16.0,0.38599998,3738270000.0,3730390000.0,3773000000.0,17.0,2659480000.0,0.406,8.79,8.78,8.79,8.42,8.42,0.0,0.0,0.0,,EPAM
+1Y,1,2022-12-31,0.271,11.17,10.22,13.34,8.79,17.0,0.271,4853560000.0,4565730000.0,5242000000.0,17.0,3738270000.0,0.29799998,11.17,11.19,11.2,10.56,10.56,1.0,2.0,0.0,,EPAM
+5Y,1,,0.285,,,,,,,,,,,,,,,,,,,,,,EPAM
-5Y,1,,0.18506001,,,,,,,,,,,,,,,,,,,,,,EPAM
0Q,1,2021-12-31,1.043,0.47,0.32,0.56,0.23,8.0,1.043,285440000.0,275300000.0,297330000.0,6.0,251043000.0,0.137,0.47,0.47,0.48,0.45,0.46,0.0,2.0,1.0,,REG
+1Q,1,2022-03-31,0.0,0.47,0.36,0.53,0.47,4.0,0.0,288290000.0,276520000.0,304840000.0,5.0,255490000.0,0.128,0.47,0.47,0.51,0.46,0.46,0.0,0.0,1.0,,REG
0Y,1,2021-12-31,7.308,2.16,1.93,2.3,0.26,10.0,7.308,1136410000.0,1093000000.0,1192920000.0,7.0,989674000.0,0.148,2.16,2.16,2.02,1.83,1.83,1.0,3.0,0.0,,REG
+1Y,1,2022-12-31,-0.102,1.94,1.58,2.25,2.16,11.0,-0.102,1161960000.0,1124380000.0,1234350000.0,7.0,1136410000.0,0.022,1.94,1.96,1.98,1.85,1.86,1.0,3.0,0.0,,REG
+5Y,1,,0.091000006,,,,,,,,,,,,,,,,,,,,,,REG
-5Y,1,,-0.02516,,,,,,,,,,,,,,,,,,,,,,REG
0Q,1,2021-12-31,0.693,-2.15,-2.69,-1.48,-7.0,16.0,0.693,7964810000.0,7847000000.0,8194000000.0,12.0,3412000000.0,1.334,-2.15,-2.15,-2.11,-2.11,-0.6,0.0,0.0,0.0,,UAL
+1Q,1,2022-03-31,0.676,-2.43,-3.65,-0.5,-7.5,8.0,0.676,8136080000.0,7332000000.0,9370300000.0,6.0,3268910000.0,1.489,-2.43,-2.43,-2.39,-2.24,-1.62,0.0,0.0,0.0,,UAL
